id:ID	name	description
UNII:2N4O9L084N	NABILONE	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Nabilone (marketed as Cesamet) is a synthetic form of delta-9-tetrahydrocannabinol (Δ⁹-THC), the primary psychoactive component of cannabis (marijuana). Although structurally distinct from THC, nabilone mimics THC's structure and pharmacological activity through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors, however it is considered to be twice as active as Δ⁹-THC. Nabilone is approved by the FDA for the treatment of nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments [FDA Label].    Tetrahydrocannabinol (THC) and cannabidiol (CBD) are the two most abundant cannabinoids found naturally in the resin of the marijuana plant, both of which are pharmacologically active due to their interaction with cannabinoid receptors that are found throughout the body [A32830]. While both CBD and THC are used for medicinal purposes, they have different receptor activity, function, and physiological effects. If not provided in their activated form (such as through synthetic forms like Nabilone or [DB00470]), THC and CBD are obtained through conversion from their precursors, tetrahydrocannabinolic acid-A (THCA-A) and cannabidiolic acid (CBDA), through decarboxylation reactions. This can be achieved through heating, smoking, vaporization, or baking of dried unfertilized female cannabis flowers.    From a pharmacological perspective, Cannabis' diverse receptor profile explains its potential application for such a wide variety of medical conditions. Cannabis contains more than 400 different chemical compounds, of which 61 are considered cannabinoids, a class of compounds that act upon endogenous cannabinoid receptors of the body [A32584]. The endocannabinoid system is widely distributed throughout the central and peripheral nervous system (via the Cannabinoid Receptors CB1 and CB2) and plays a role in many physiological processes such as inflammation, cardiovascular function, learning, pain, memory, stress and emotional regulation, and the sleep/wake cycle among many others [A32824]. CB1 receptors are found in both the central and peripheral nervous system, and are most abundant in the hippocampus and amygdala, which are the areas of the brain responsible for short-term memory storage and emotional regulation. CB2 receptors are mainly located in the peripheral nervous system and can be found on lymphoid tissue where they are involved in regulation of immune function [A32676].    In Canada, the United States, the United Kingdom and Mexico, nabilone is marketed as Cesamet. It was approved in 1985 by the United States FDA for treatment of chemotherapy-induced nausea and vomiting that has not responded to conventional antiemetics. Though it was approved by the FDA in 1985, the drug only began marketing in the United States in 2006. It is also approved for use in treatment of anorexia and weight loss in patients with AIDS.    Nabilone is a racemate consisting of the (S,S) and the (R,R) isomers.
CHEBI:499361	aprepitant	"A morpholine neurokinin-1 (NK1) receptor antagonist that is used in the management of nausea and vomiting caused by DRUG THERAPY, and for the prevention of POSTOPERATIVE NAUSEA AND VOMITING.; A small molecule, high-affinity substance P antagonist (SPA) with antiemetic activity. Crossing the blood brain barrier, aprepitant binds selectively to the human substance P/neurokinin 1 receptor in the central nervous system (CNS), thereby inhibiting receptor binding of endogenous substance P and substance P-induced emesis. This agent has little or no affinity for serotonin type 3 (5-HT3), dopamine, and corticosteroid receptors.; A small molecule, high-affinity substance P antagonist (SPA) with antiemetic activity. Crossing the blood brain barrier, aprepitant binds selectively to the human substance P/neurokinin 1 receptor in the central nervous system (CNS), thereby inhibiting receptor binding of endogenous substance P and substance P-induced emesis. This agent has little or no affinity for serotonin type 3 (5-HT3), dopamine, and corticosteroid receptors. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C49173"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C49173"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
CHEBI:135967	casopitant	A centrally-acting neurokinin 1 (NK1) receptor antagonist with antidepressant and antiemetic activities. Casopitant competitively binds to and blocks the activity of the NK-receptor, thereby inhibiting NK1-receptor binding of the endogenous tachykinin neuropeptide substance P (SP), which may result in antiemetic effects. SP is found in neurons of vagal afferent fibers innervating the brain-stem nucleus tractus solitarii and the area postrema, which contains the chemoreceptor trigger zone (CTZ), and may be elevated in response to chemotherapy. The NK-receptor is a G-protein receptor coupled to the inositol phosphate signal-transduction pathway and is found in both the nucleus tractus solitarii and the area postrema.; UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
CHEBI:90908	rolapitant	"The hydrochloride salt form of rolapitant, an orally bioavailable, centrally-acting, selective, neurokinin 1 receptor (NK1-receptor) antagonist with potential antiemetic activity. Upon oral administration, rolapitant competitively binds to and blocks the activity of the NK1-receptor in the central nervous system, thereby inhibiting the binding of the endogenous ligand, substance P (SP). This may prevent both SP-induced emesis and chemotherapy-induced nausea and vomiting (CINV). The interaction of SP with the NK1-receptor plays a key role in the induction of nausea and vomiting caused by emetogenic cancer chemotherapy. Compared to other NK1-receptor antagonists, rolapitant has both a more rapid onset of action and a much longer half-life.; The hydrochloride salt form of rolapitant, an orally bioavailable, centrally-acting, selective, neurokinin 1 receptor (NK1-receptor) antagonist with potential antiemetic activity. Upon oral administration, rolapitant competitively binds to and blocks the activity of the NK1-receptor in the central nervous system, thereby inhibiting the binding of the endogenous ligand, substance P (SP). This may prevent both SP-induced emesis and chemotherapy-induced nausea and vomiting (CINV). The interaction of SP with the NK1-receptor plays a key role in the induction of nausea and vomiting caused by emetogenic cancer chemotherapy. Compared to other NK1-receptor antagonists, rolapitant has both a more rapid onset of action and a much longer half-life. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C97955"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C97955"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121"
UMLS:C3652834	scopolamine, combinations	UMLS Semantic Type: STY:T121
UMLS:C3653124	chlorobutanol, combinations	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121
UMLS:C3654041	BILE AND LIVER THERAPY DRUGS	UMLS Semantic Type: STY:T121
UMLS:C3654040	BILE THERAPY DRUGS	UMLS Semantic Type: STY:T121
UMLS:C3653451	Bile acids and derivatives for bile therapy	UMLS Semantic Type: STY:T121
CHEBI:16755	chenodeoxycholic acid	Chenodeoxycholic acid is a bile acid. Bile acids are steroid acids found predominantly in bile of mammals. The distinction between different bile acids is minute, depends only on presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH and, consequently, require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g., membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues. (PMID: 11316487, 16037564, 12576301, 11907135). Usually conjugated with either glycine or taurine. It acts as a detergent to solubilize fats for intestinal absorption and is reabsorbed by the small intestine. It is used as cholagogue, a choleretic laxative, and to prevent or dissolve gallstones.
CHEBI:9907	ursodeoxycholic acid	"An epimer of chenodeoxycholic acid. It is a mammalian bile acid found first in the bear and is apparently either a precursor or a product of chenodeoxycholate. Its administration changes the composition of bile and may dissolve gallstones. It is used as a cholagogue and choleretic.; A synthetically-derived form of ursodiol, a bile acid produced by the liver and secreted and stored in the gallbladder. Also produced by the Chinese black bear liver, ursodiol has been used in the treatment of liver disease for centuries. This agent dissolves or prevents cholesterol gallstones by blocking hepatic cholesterol production and decreasing bile cholesterol. Ursodiol also reduces the absorption of cholesterol from the intestinal tract.; A synthetically-derived form of ursodiol, a bile acid produced by the liver and secreted and stored in the gallbladder. Also produced by the Chinese black bear liver, ursodiol has been used in the treatment of liver disease for centuries. This agent dissolves or prevents cholesterol gallstones by blocking hepatic cholesterol production and decreasing bile cholesterol. Ursodiol also reduces the absorption of cholesterol from the intestinal tract. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C1818"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C1818"" NCI Thesaurus); UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; UMLS Semantic Type: STY:T123"
CHEBI:16359	cholic acid	Cholic acid is a major primary bile acid produced in the liver and is usually conjugated with glycine or taurine. It facilitates fat absorption and cholesterol excretion. Bile acids are steroid acids found predominantly in the bile of mammals. The distinction between different bile acids is minute, and depends only on the presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine, and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH, and consequently require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g. membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues (PMID: 11316487, 16037564, 12576301, 11907135). When present in sufficiently high levels, cholic acid can act as a hepatotoxin and a metabotoxin. A hepatotoxin causes damage to the liver or liver cells. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Among the primary bile acids, cholic acid is considered to be the least hepatotoxic while deoxycholic acid is the most hepatoxic (PMID: 1641875). The liver toxicity of bile acids appears to be due to their ability to peroxidate lipids and to lyse liver cells. Chronically high levels of cholic acid are associated with familial hypercholanemia. In hypercholanemia, bile acids, including cholic acid, are elevated in the blood. This disease causes liver damage, extensive itching, poor fat absorption, and can lead to rickets due to lack of calcium in bones. The deficiency of normal bile acids in the intestines results in a deficiency of vitamin K, which also adversely affects clotting of the blood. The bile acid ursodiol (ursodeoxycholic acid) can improve symptoms associated with familial hypercholanemia.
CHEBI:43602	obeticholic acid	UMLS Semantic Type: STY:T109; UMLS Semantic Type: STY:T121; Primary biliary cirrhosis, or PBC, is a progressive and chronic condition that leads to hepatic injury often resulting in end-stage liver failure that requires liver transplantation.[A192786]    Obeticholic acid is a farnesoid-X receptor (FXR) agonist used to treat this condition, possibly allowing for increased survival.[A18696]  In 2016, it was granted approval to treat primary biliary cholangitis in combination with [ursodeoxycholic acid], which was previously the mainstay treatment for this condition.[A18696,L12633] In May 2021, the FDA updated its prescribing information to contraindicate the use of obeticholic acid in patients with PBC and advanced cirrhosis (e.g. those with portal hypertension or hepatic decompensation) due to a risk of liver failure, in some cases requiring liver transplantation.[L34650]     Obeticholic acid is currently being considered for FDA approval to treat fibrosis caused by non-alcoholic liver steatohepatitis (NASH). The NDA from Intercept Pharmaceuticals was approved in November 2019 and obeticholic acid is expected to be granted full approval for this indication in 2020.[L12636]
